"gisaid_collect_weekstartdate","owid_continent","Alpha","Beta","Gamma","Delta","All VOIs","Other","Sequencing as % of new cases","Submission Lag","New Weekly Cases","Sequencing as % of new cases India","Submission Lag India","New Weekly Cases India","Sequencing as % of new cases UK","Submission Lag UK","New Weekly Cases UK","Sequencing as % of new cases US","Submission Lag US","New Weekly Cases US"
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.593233777243596,45,4080179,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.476321663140889,51,4170711,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.414270696567527,52,4096114,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.460882372022718,57,4331257,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.615725972939298,42,4378896,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.730151444495716,34,4501121,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.738521468857813,36,3977948,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.842793725354281,33,4339496,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.897328166987362,35,5111285,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.10019743688883,32,4764054,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.25663183488224,31,4144969,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.6250062607832,25,3753524,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.67838895664639,29,3199318,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,2.27019422736026,23,2716816,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,2.4995209261436,22,2530925,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,2.53153420569067,24,2705237,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,2.6438621496181,26,2736300,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,2.82289342523699,24,2961217,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,2.6408818453605,25,3399054,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,2.35227453673613,22,3912511,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,2.18770153968162,22,4138453,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.89899447682299,23,4721920,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.70366084676328,22,5358050,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.46422115221217,21,5784577,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.47420013346291,20,5680979,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.39541153623478,20,5459823,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.35479219080078,19,4740358,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.36889202526272,18,4143497,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.47190343151286,17,3483041,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.7222024098259,14,2958305,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.49992367519934,15,2653135,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.53944501082459,13,2524806,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.7905235261241,12,2605104,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,1.73482363567218,11,2692608,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.953336449557078,9,3069955,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Global",42.6834227039658,1.35690645248316,2.38016158164151,9.83203979392863,2.74157027008652,41.0058991978944,0.186334618899935,7,3561335,NA,NA,NA,NA,NA,NA,NA,NA,NA
